metID,mets,metNames,metFormulas,metCharges,metSEEDID,metKEGGID,metHMDBID,metChEBIID,metPubChemID,metSmiles,b,csense
cpdAGORA2576,14dgndnbtn[c],"1,4-Diguanidinobutane",C6H18N6,2,cpd01950,C03047,NaN,CHEBI:16652,20627403,,0,E
cpdAGORA2577,2aphenl[c],"2-Aminophenol",C6H7NO,0,cpd01360,C01987,NaN,CHEBI:18112,5801,,0,E
cpdAGORA2578,2hbnzlfrmt[c],"4-Hydroxybenzoylformate",C8H5O4,-1,cpd02259,C03590,NaN,CHEBI:28719,355,,0,E
cpdAGORA2579,2hcomd[c],"2-Hydroxy-3-carboxy-6-oxo-7-methylocta-2,4-dienoate",C10H10O6,-2,cpd03988,C06581,NaN,CHEBI:177691,NaN,,0,E
cpdAGORA2580,2hmsa[c],"2-Hydroxymuconate semialdehyde",C6H5O4,-1,cpd00518,C00682,NaN,CHEBI:17236,5280366,,0,E
cpdAGORA2581,2homd[c],"2-Hydroxy-6-oxo-7-methylocta-2,4-dienoate",C9H11O4,-1,cpd03989,C06582,NaN,NaN,NaN,,0,E
cpdAGORA2582,2ppp[c],"2-Polyprenylphenol",C16H22O,0,cpd12780,C05807,NaN,CHEBI:1269,NaN,,0,E
cpdAGORA2583,34dhcinm[c],"trans-caffeate",C9H7O4,-1,NaN,C01197,HMDB0003501,CHEBI:17395,689043,,0,E
cpdAGORA2584,34dhstyrn[c],"3,4-Dihydroxystyrene",C8H8O2,0,cpd03723,C06224,HMDB0124942,CHEBI:1390,151398,,0,E
cpdAGORA2585,3ap12dn[c],"3-Aminopropane-1,2-diol",C3H10NO2,1,cpd03609,C06057,NaN,CHEBI:1456,NaN,,0,E
cpdAGORA2586,3apntrl[c],"3-Aminopropiononitrile",C3H7N2,1,cpd03377,C05670,HMDB0004101,CHEBI:27413,1647,,0,E
cpdAGORA2587,3c2hmsal[c],"3-Carboxy-2-hydroxymuconate semialdehyde",C7H4O6,-2,cpd02732,C04480,NaN,CHEBI:18003,NaN,,0,E
cpdAGORA2588,3hqn[c],"3-Hydroxyquinine",C20H25N2O3,1,cpd04547,C07344,HMDB01091,CHEBI:17685,441264,,0,E
cpdAGORA2589,3hxkynam[c],"3-Hydroxykynurenamine",C9H13N2O2,1,NaN,C05636,NaN,NaN,440736,,0,E
cpdAGORA2590,4a5ic[c],"4-Amino-5-imidazolecarboxylic acid",C4H5N3O2,0,cpd03281,C05516,NaN,CHEBI:28280,NaN,,0,E
cpdAGORA2591,4h3ppbzt[c],"4-Hydroxy-3-polyprenylbenzoate",C17H21O3,-1,cpd12785,C05848,NaN,CHEBI:1845,NaN,,0,E
cpdAGORA2592,4nph[c],"4-nitrophenolate",C6H5NO3,0,cpd00646,C00870,HMDB0001232,CHEBI:16836,980,,0,E
cpdAGORA2593,4vnlphe[c],"4-Vinylphenol",C8H8O,0,cpd03342,C05627,HMDB0004072,CHEBI:1883,62453,,0,E
cpdAGORA2594,5aidzl[c],"5-Aminoimidazole",C3H6N3,1,cpd03106,C05239,HMDB0003929,CHEBI:16607,484,,0,E
cpdAGORA2595,HC00460[c],"2,5-dihydroxybenzoate",C7H5O4,-1,cpd00479,C00628,HMDB0000152,CHEBI:17189,3469,,0,E
cpdAGORA2596,T4hcinnm[c],"trans-4-coumarate",C9H7O3,-1,cpd00604,C00811,HMDB0002035,CHEBI:32374,637542,,0,E
cpdAGORA2597,adap[c],"Aryl dialkyl phosphate",C6H5O4PR2,0,cpd12278,C03254,NaN,CHEBI:37558,NaN,,0,E
cpdAGORA2598,bis4cpac[c],"Bis(4-chlorophenyl)acetate",C14H9O2Cl2,-1,cpd04044,C06640,NaN,CHEBI:28139,6730,,0,E
cpdAGORA2599,bis4cpch4[c],"Bis(4-chlorophenyl)methane",C13H10Cl2,0,cpd04045,C06641,NaN,CHEBI:28763,7576,,0,E
cpdAGORA2600,dap[c],"Dialkyl phosphate",O4PR2,-1,cpd12127,C02534,NaN,NaN,NaN,,0,E
cpdAGORA2601,dept[c],"Diethylphosphoric acid",C4H10O4P,-1,cpd04012,C06608,HMDB0012209,CHEBI:27708,654,,0,E
cpdAGORA2602,detpt[c],"Diethylthiophosphoric acid",C4H10O3PS,-1,cpd04011,C06607,HMDB0001460,CHEBI:28006,23664334,,0,E
cpdAGORA2603,eoaa[c],"enol-Oxaloacetate",C4H2O5,-2,cpd02469,C03981,NaN,CHEBI:28394,NaN,,0,E
cpdAGORA2604,hbdc[c],"2-Hydroxy-1,3-benzenedicarboxylic acid",C8H4O5,-2,cpd09800,C14097,NaN,CHEBI:19643,11812,,0,E
cpdAGORA2605,hyptaur[c],"Hypotaurine",C2H7NO2S,0,cpd00406,C00519,HMDB0000965,CHEBI:16668,107812,,0,E
cpdAGORA2606,lyxnt[c],"L-lyxonate",C5H9O6,-1,NaN,C05412,HMDB0060255,CHEBI:6268,644110,,0,E
cpdAGORA2607,prxn[c],"Paraoxon",C10H14NO6P,0,cpd04010,C06606,HMDB0013035,CHEBI:27827,9395,,0,E
cpdAGORA2608,pthn[c],"Parathion",C10H14NO5PS,0,cpd04008,C06604,HMDB0001355,CHEBI:27928,991,,0,E
cpdAGORA2609,quin[c],"Quinine",C20H25N2O2,1,cpd03936,C06526,HMDB0014611,CHEBI:15854,3034034,,0,E
cpdAGORA2610,xylnt[c],"L-xylonate",C5H9O6,-1,NaN,C05411,HMDB0060256,CHEBI:48092,6971043,,0,E
cpdAGORA2611,xylt[c],"xylitol",C5H12O5,0,cpd00306,C00379;C01904;C00474;C00532,HMDB0002917;HMDB0001851;HMDB0000568;HMDB0000508,CHEBI:17151,6912,,0,E
cpdAGORA2612,3hphac[p],"3-Hydroxyphenylacetate",C8H7O3,-1,cpd03320,C05593,HMDB0000440,CHEBI:17445,12122,,0,E
cpdAGORA2613,10hdhsngnrn[c],"10-Hydroxydihydrosanguinarine",C20H15NO5,0,cpd03108,C05247,NaN,CHEBI:15878,440596,,0,E
cpdAGORA2614,14bdc[c],"1,4-Benzenedicarboxylic acid",C8H4O4,-2,cpd03778,C06337,HMDB0002428,CHEBI:15702,7489,,0,E
cpdAGORA2615,3pdent[c],"3-Phospho-D-erythronate",C4H7O8P,-2,cpd02132,C03356,NaN,CHEBI:1656,NaN,,0,E
cpdAGORA2616,M00052[c],"(3S,4R)-3,4-Dihydroxycyclohexa-1,5-diene-1,4-dicarboxylate",C8H6O6,-2,cpd03759,C06318,NaN,CHEBI:15564,NaN,,0,E
cpdAGORA2617,M00200[c],"Protein-L-Cysteine",C3H5NOS,0,NaN,C02743,NaN,NaN,NaN,,0,E
cpdAGORA2618,M00216[c],"Protein-S-Methyl-L-Cysteine",C5H8N2O2SR2,0,NaN,C03800,NaN,NaN,NaN,,0,E
cpdAGORA2619,M01719[c],"Dna-Containing-6-O-Methylguanine",C11H16N5O7P(C5H8O5PR)n(C5H8O5PR)n,0,NaN,C04250,NaN,CHEBI:4299,NaN,,0,E
cpdAGORA2620,M01720[c],"Dna-Containing-Guanine",C10H14N5O7P(C5H8O5PR)n(C5H8O5PR)n,0,NaN,C11475,NaN,CHEBI:4300,NaN,,0,E
cpdAGORA2621,arach[c],"arachidate",C20H39O2,-1,cpd03848,C06425,HMDB0002212,CHEBI:28822,10467,,0,E
cpdAGORA2622,arachcoa[c],"arachidyl coenzyme A",C41H70N7O17P3S,-4,cpd01393,C02041,HMDB0004258,CHEBI:15527,16061151,,0,E
cpdAGORA2623,arachd[c],"arachidonate",C20H31O2,-1,cpd00188,C00219,HMDB0001043,CHEBI:15843,444899,,0,E
cpdAGORA2624,arachdcoa[c],"arachidonoyl-CoA(4-)",C41H62N7O17P3S,-4,cpd01519,C02249,HMDB0006523,CHEBI:1,16061152,,0,E
cpdAGORA2625,c226coa[c],"cervonyl coenzyme A",C43H62N7O17P3S,-4,cpd14890,C16169,NaN,CHEBI:65132,70678705,,0,E
cpdAGORA2626,cnls[c],"Carbonyl sulfide",COS,0,cpd04536,C07331,NaN,CHEBI:16573,10039,,0,E
cpdAGORA2627,crvnc[c],"cervonic acid, C22:6 n-3",C22H31O2,-1,cpd03852,C06429,HMDB0002183,CHEBI:28125,445580,,0,E
cpdAGORA2628,dhsngnrn[c],"Dihydrosanguinarine",C20H15NO4,0,cpd03087,C05191,NaN,CHEBI:17209,124069,,0,E
cpdAGORA2629,dlnlcg[c],"dihomo-gamma-linolenic acid (n-6)",C20H33O2,-1,cpd02077,C03242,HMDB0002925,CHEBI:53486,5280581,,0,E
cpdAGORA2630,dlnlcgcoa[c],"dihomo-gamma-linolenyl coenzyme A",C41H64N7O17P3S,-4,cpd02263,C03595,HMDB0003947,CHEBI:27979,16061156,,0,E
cpdAGORA2631,gln_D[c],"D-glutamine",C5H10N2O3,0,cpd00610,C00819,HMDB0003423,CHEBI:17061,145815,,0,E
cpdAGORA2632,lnlc[c],"linoleate",C18H31O2,-1,cpd01122,C01595,HMDB0006270;HMDB0000673,CHEBI:75108,5280450,,0,E
cpdAGORA2633,lnlccoa[c],"linoleic coenzyme A",C39H62N7O17P3S,-4,cpd01398,C02050,HMDB0001064,CHEBI:15530,5462164,,0,E
cpdAGORA2634,lnlnca[c],"alpha-linolenate",C18H29O2,-1,cpd03850,C06426;C06427,HMDB0003073;HMDB0001388,CHEBI:28661,5280933,,0,E
cpdAGORA2635,lnlncacoa[c],"alpha-Linolenoyl-CoA",C39H60N7O17P3S,-4,cpd14883,C16162,HMDB0006290,CHEBI:1,53477815,,0,E
cpdAGORA2636,lnlncg[c],"gamma-linolenate",C18H29O2,-1,cpd03849,C06426,HMDB0003073,CHEBI:28661,5280933,,0,E
cpdAGORA2637,lnlncgcoa[c],"gamma-linolenoyl-CoA(4-)",C39H60N7O17P3S,-4,cpd01942,C03035,HMDB0006368,CHEBI:15508,11966132,,0,E
cpdAGORA2638,p4d3tetrlsnt[c],"Phosphoenol-4-deoxy-3-tetrulosonate",C4H5O7P,-2,cpd02645,C04309,NaN,CHEBI:8146,NaN,,0,E
cpdAGORA2639,tmndnc[c],"timnodonic acid C20:5, n-3",C20H29O2,-1,cpd03851,C06428,HMDB0001999,CHEBI:28364,446284,,0,E
cpdAGORA2640,tmndnccoa[c],"timnodonyl coenzyme A",C41H60N7O17P3S,-4,NaN,C16165,HMDB0060311,CHEBI:63539,56927904,,0,E
cpdAGORA2641,ac5asa[c],"N-Acetyl-5-Aminosalicylic Acid",C9H8NO4,-1,NaN,NaN,NaN,NaN,65512,,0,E
cpdAGORA2642,ac5asa[e],"N-Acetyl-5-Aminosalicylic Acid",C9H8NO4,-1,NaN,NaN,NaN,NaN,65512,,0,E
cpdAGORA2643,ac5asa[p],"N-Acetyl-5-Aminosalicylic Acid",C9H8NO4,-1,NaN,NaN,NaN,NaN,65512,,0,E
cpdAGORA2644,acisnzd[c],"N-Acetylisoniazid",C8H9N3O2,0,NaN,C07585,HMDB0041821,CHEBI:7207,71602,,0,E
cpdAGORA2645,acisnzd[e],"N-Acetylisoniazid",C8H9N3O2,0,NaN,C07585,HMDB0041821,CHEBI:7207,71602,,0,E
cpdAGORA2646,acisnzd[p],"N-Acetylisoniazid",C8H9N3O2,0,NaN,C07585,HMDB0041821,CHEBI:7207,71602,,0,E
cpdAGORA2647,isnzd[c],"Isoniazid",C6H7N3O,0,NaN,C07054,NaN,CHEBI:6030,3767,,0,E
cpdAGORA2648,isnzd[e],"Isoniazid",C6H7N3O,0,NaN,C07054,NaN,CHEBI:6030,3767,,0,E
cpdAGORA2649,isnzd[p],"Isoniazid",C6H7N3O,0,NaN,C07054,NaN,CHEBI:6030,3767,,0,E
cpdAGORA2650,arabnont[c],"D-Arabinonate",C5H9O6,-1,cpd00651,C00878,HMDB00539,CHEBI:20912,5459898,,0,E
cpdAGORA2651,phlmfa[c],"Phospholipid methylene fatty acid",C15H23O8PR3,-1,cpd12496,C04215,NaN,NaN,NaN,,0,E
cpdAGORA2652,phlofa[c],"Phospholipid olefinic fatty acid",C14H21O8PR3,-1,cpd11827,C01229,NaN,NaN,NaN,,0,E
cpdAGORA2653,C01290[c],"beta-D-Galactosyl-1,4-beta-D-glucosylceramide",C31H56NO13R,0,cpd00947,C01290,HMDB0004866,CHEBI:1,20057304,,0,E
cpdAGORA2654,HC01440[c],"3-Keto-beta-D-galactose",C6H10O6,0,cpd03193,C05394,HMDB0001385,CHEBI:27453,440653,,0,E
cpdAGORA2655,HC01446[c],"3-Ketolactose",C12H20O11,0,NaN,C05403,HMDB0001030,CHEBI:27571,440659,,0,E
cpdAGORA2656,dhodcnt[c],"(9S,10S)-9,10-Dihydroxyoctadecanoate",C18H35O4,-1,cpd14712,C15988,NaN,CHEBI:49254,NaN,,0,E
cpdAGORA2657,dmf[c],"DMF|N,N-Dimethylmethanamide|N,N-Dimethylformamide",C3H7NO,0,cpd02005,C03134,HMDB0001888,CHEBI:17741,6228,,0,E
cpdAGORA2658,ga1_hs[c],"gibberellin A1(1-)",C44H79N2O22FULLRCO,0,cpd03657,C06136,HMDB0004900,CHEBI:27938,22833624,,0,E
cpdAGORA2659,ga2_hs[c],"GA2",C38H69N2O17FULLRCO,0,cpd03656,C06135,HMDB0004888,CHEBI:27731,22833614,,0,E
cpdAGORA2660,gal_bD[c],"beta D-Galactose",C6H12O6,0,cpd00709,C00962,HMDB0003449,CHEBI:27667,439353,,0,E
cpdAGORA2661,gluside_hs[c],"D-glucosyl-N-acylsphingosine",C24H46NO7FULLRCO,0,NaN,C01190,HMDB0000596,CHEBI:1,22833534,,0,E
cpdAGORA2662,hphodcnt[c],"(9S,10S)-10-Hydroxy-9-(phosphonooxy)octadecanoate",C18H35O7P,-2,cpd14713,C15989,NaN,CHEBI:49253,23724633,,0,E
cpdAGORA2663,M01989[e],"Glycodeoxycholic Acid",C26H43NO5,0,NaN,C05464,HMDB00631,CHEBI:27471,3035026,,0,E
cpdAGORA2664,M01989[p],"Glycodeoxycholic Acid",C26H43NO5,0,NaN,C05464,HMDB00631,CHEBI:27471,3035026,,0,E
cpdAGORA2665,dchac[e],"deoxycholic acid",C24H39O4,-1,cpd02733,C04483,HMDB0000626,CHEBI:28834,222528,,0,E
cpdAGORA2666,dchac[p],"deoxycholic acid",C24H39O4,-1,cpd02733,C04483,HMDB0000626,CHEBI:28834,222528,,0,E
cpdAGORA2667,tdechola[e],"Taurodeoxycholic acid",C26H44NO6S,-1,cpd03244,C05463,HMDB0000896,CHEBI:9410,2733768,,0,E
cpdAGORA2668,tdechola[p],"Taurodeoxycholic acid",C26H44NO6S,-1,cpd03244,C05463,HMDB0000896,CHEBI:9410,2733768,,0,E
cpdAGORA2669,dcholcoa[c],"chenodeoxycholoyl coenzyme a",C45H70N7O19P3S,-4,cpd03164,C05337,HMDB0006292,CHEBI:89422,11966205,,0,E
cpdAGORA2670,25dkglcn[c],"2,5-diketo-D-gluconate",C6H7O7,-1,cpd01793,C02780,NaN,CHEBI:18281,102287,,0,E
cpdAGORA2671,2dhguln[c],"2-Dehydro-L-gulonate",C6H9O7,-1,cpd15351,NaN,NaN,NaN,NaN,,0,E
cpdAGORA2672,24dmpntn[c],"2,4-Diaminopentanoate",C5H13N2O2,1,cpd02448,C03943,NaN,CHEBI:4280,NaN,,0,E
cpdAGORA2673,25dahxnt[c],"2,5-Diaminohexanoate",C6H15N2O2,1,cpd03073,C05161,NaN,CHEBI:16926,NaN,,0,E
cpdAGORA2674,2a4opntn[c],"2-Amino-4-oxopentanoate",C5H9NO3,0,cpd02121,C03341,NaN,CHEBI:15914,NaN,,0,E
cpdAGORA2675,2a5ohexnt[c],"2-Amino-5-oxohexanoate",C6H11NO3,0,cpd03457,C05825,NaN,CHEBI:1010,NaN,,0,E
cpdAGORA2676,aamna[c],"alpha-Amino acid",C2H3NO2R,-1,cpd03077,C05167,NaN,CHEBI:33704,NaN,,0,E
cpdAGORA2677,xylhl_L[c],"L-xylo-Hexulonolactone",C6H8O6,0,cpd02098,C03289,HMDB0000216,CHEBI:18357,439966,C(C(C1C(C(=O)C(=O)O1)O)O)O,0,E
cpdAGORA2678,2Dh3DoFcnt[c],"2-Dehydro-3-deoxy-L-fuconate",C6H10O5,0,NaN,C03827,NaN,CHEBI:16950,5459931,,0,E
cpdAGORA2679,Fcnt[c],"L-Fuconate",C6H12O6,0,NaN,C01720,NaN,CHEBI:17291,NaN,,0,E
cpdAGORA2680,5ud4imdzcxl[c],"5-Ureido-4-imidazole carboxylate",C5H5N4O3,-1,cpd03280,C05515,NaN,CHEBI:27580,155,,0,E
cpdAGORA2681,M02701[c],"Peptide-3-Hydroxy-L-Aspartate",C5H6N2O5R2,0,NaN,C03957,NaN,CHEBI:17427,NaN,,0,E
cpdAGORA2682,M02702[c],"Peptide-L-Aspartate",C5H6N2O4R2,0,NaN,C02871,NaN,NaN,NaN,,0,E
cpdAGORA2683,Rtotal2[c],"R total 2 position",CO2FULLR2,-1,NaN,NaN,NaN,NaN,NaN,,0,E
cpdAGORA2684,isopen[c],"Isopenicillin N",C14H20N3O6S,-1,cpd03296,C05557,NaN,CHEBI:18165,NaN,,0,E
cpdAGORA2685,penn[c],"Penicillin N",C14H20N3O6S,-1,cpd03972,C06564,NaN,CHEBI:18203,71724,,0,E
cpdAGORA2686,3ethmal[c],"3-Ethylmalate",C6H8O5,-2,cpd01362,C01989,NaN,CHEBI:15591,439619,,0,E
cpdAGORA2687,bocbnleu[c],"N(alpha)-Benzyloxycarbonyl-L-leucine",C14H18NO4,-1,cpd02658,C04335,NaN,CHEBI:28282,NaN,,0,E
cpdAGORA2688,bocbnleu[e],"N(alpha)-Benzyloxycarbonyl-L-leucine",C14H18NO4,-1,cpd02658,C04335,NaN,CHEBI:28282,NaN,,0,E
cpdAGORA2689,bocbnleu[p],"N(alpha)-Benzyloxycarbonyl-L-leucine",C14H18NO4,-1,cpd02658,C04335,NaN,CHEBI:28282,NaN,,0,E
cpdAGORA2690,tln[e],"Toluene",C7H8,0,cpd01034,C01455,HMDB34168,CHEBI:17578,1140,,0,E
cpdAGORA2691,tln[p],"Toluene",C7H8,0,cpd01034,C01455,HMDB34168,CHEBI:17578,1140,,0,E
cpdAGORA2692,3rbleu[c],"(3R)-beta-Leucine",C6H13NO2,0,cpd01634,C02486,NaN,CHEBI:15604,NaN,,0,E
cpdAGORA2693,10dacb[c],"10-Deacetylbaccatin III",C29H36O10,0,cpd08510,C11700,NaN,CHEBI:18193,154272,,0,E
cpdAGORA2694,10dacdbb[c],"10-Deacetyl-2-debenzoylbaccatin III",C22H32O9,0,cpd08697,C11899,NaN,CHEBI:32897,443489,,0,E
cpdAGORA2695,bzcoa[c],"Benzoyl-CoA",C28H36N7O17P3S,-4,cpd00401,C00512,HMDB0002252,CHEBI:15515,25245721,,0,E
cpdAGORA2696,n5l1celorn[c],"N5-(L-1-Carboxyethyl)-L-ornithine",C8H16N2O4,0,cpd02587,C04210,NaN,CHEBI:16770,NaN,,0,E
cpdAGORA2697,pail345p_hs[c],"1-phosphatidyl-1D-myo-inositol 3,4,5-trisphosphate(7-)",C9H13O18P4FULLRCO2FULLR2CO2,-7,NaN,C05981,HMDB0004249,CHEBI:16618,NaN,,0,E
cpdAGORA2698,tohbnpyr[c],"trans-O-Hydroxybenzylidenepyruvate",C10H7O4,-1,cpd03710,C06203,NaN,CHEBI:59354,NaN,,0,E
cpdAGORA2699,7dhcdchol[e],"7-Dehydrochenodeoxycholate",C24H37O4,-1,NaN,NaN,NaN,NaN,NaN,,0,E
cpdAGORA2700,7dhcdchol[p],"7-Dehydrochenodeoxycholate",C24H37O4,-1,NaN,NaN,NaN,NaN,NaN,,0,E
cpdAGORA2701,7ocholate[c],"3alpha,12alpha-Dihydroxy-7-oxo-5beta-cholanate",C24H37O5,-1,NaN,C04643,NaN,CHEBI:16390,9548790,,0,E
cpdAGORA2702,7ocholate[e],"3alpha,12alpha-Dihydroxy-7-oxo-5beta-cholanate",C24H37O5,-1,NaN,C04643,NaN,CHEBI:16390,9548790,,0,E
cpdAGORA2703,7ocholate[p],"3alpha,12alpha-Dihydroxy-7-oxo-5beta-cholanate",C24H37O5,-1,NaN,C04643,NaN,CHEBI:16390,9548790,,0,E
cpdAGORA2704,12ethd[c],"1,2-Ethanediol",C2H6O2,0,cpd00992,C01380,HMDB0037790,CHEBI:30742,174,,0,E
cpdAGORA2705,12ppd_R[c],"(R)-propane-1,2-diol",C3H8O2,0,cpd01861,C00583,HMDB0001881,CHEBI:28972,1030,,0,E
cpdAGORA2706,5pmev[c],"(R)-5-phosphonatomevalonate(3-)",C6H10O7P,-3,cpd00812,C01107,HMDB0001343,CHEBI:17436,439400,,0,E
cpdAGORA2707,acnam[e],"N-acetylneuraminate",C11H18NO9,-1,cpd00232,C00270,HMDB0000230,CHEBI:45744,439197,,0,E
cpdAGORA2708,acnam[p],"N-acetylneuraminate",C11H18NO9,-1,cpd00232,C00270,HMDB0000230,CHEBI:45744,439197,,0,E
cpdAGORA2709,dms[e],"Dimethyl sulfide",C2H6S,0,cpd00450,C00580,HMDB0002303,CHEBI:17437,1068,,0,E
cpdAGORA2710,dms[p],"Dimethyl sulfide",C2H6S,0,cpd00450,C00580,HMDB0002303,CHEBI:17437,1068,,0,E
cpdAGORA2711,dmso[e],"Dimethyl sulfoxide",C2H6OS,0,cpd08021,C11143,HMDB0002151,CHEBI:28262,679,,0,E
cpdAGORA2712,dmso[p],"Dimethyl sulfoxide",C2H6OS,0,cpd08021,C11143,HMDB0002151,CHEBI:28262,679,,0,E
cpdAGORA2713,pppn[e],"Phenylpropanoate",C9H9O2,-1,cpd03343,C05629,HMDB0000764,CHEBI:28631,107,,0,E
cpdAGORA2714,pppn[p],"Phenylpropanoate",C9H9O2,-1,cpd03343,C05629,HMDB0000764,CHEBI:28631,107,,0,E
cpdAGORA2715,11docrtstrn[c],"11-deoxycorticosterone",C21H30O3,0,cpd02047,C03205,HMDB0000016,CHEBI:16973,6166,,0,E
cpdAGORA2716,3hgcoa[c],"3-Hydroxy-3-(4-methylpent-3-en-1-yl)glutaryl-CoA",C32H48N7O20P3S,-4,cpd02849,C04675,HMDB0060372,CHEBI:15483,11966138,,0,E
cpdAGORA2717,3mhis[c],"3-Methylhistidine",C7H11N3O2,0,NaN,C01152,HMDB0000001,CHEBI:27596,92105,,0,E
cpdAGORA2718,3rlnl[c],"(3R)-Linalool",C10H18O,0,cpd02471,C03985,HMDB36100,CHEBI:17580,6549,,0,E
cpdAGORA2719,5furi[c],"5-Fluorouridine",C9H11N2O6F,0,cpd16437,C16633,HMDB60396,CHEBI:40154,9427,,0,E
cpdAGORA2720,7moonlcoa[c],"7-Methyl-3-oxo-6-octenoyl-CoA",C30H45N7O18P3S,-3,cpd15170,C16466,NaN,CHEBI:52043,9549325,,0,E
cpdAGORA2721,M00041[c],"20-Hydroxy-3-oxopregn-4-en-21-al",C21H30O3,0,cpd02538,C04108,NaN,CHEBI:15690,NaN,,0,E
cpdAGORA2722,M03165[c],"Sedoheptulose",C7H14O7,0,NaN,C02076,HMDB0003219,CHEBI:130460,102926,,0,E
cpdAGORA2723,M03166[c],"Sedoheptulose 1-phosphate",C7H13O10P,-2,NaN,C06222,HMDB0060509,CHEBI:9082,16070031,,0,E
cpdAGORA2724,adgaldpundcrnl[c],"alpha-D-Galactosyl-diphosphoundecaprenol",C61H100O12P2,-2,cpd02745,C04507,NaN,CHEBI:16046,5280693,,0,E
cpdAGORA2725,all6p[c],"D-Allose 6-phosphate",C6H11O9P,-2,cpd01901,C02962,NaN,CHEBI:17942,NaN,,0,E
cpdAGORA2726,all_D[c],"D-Allose",C6H12O6,0,cpd01055,C01487,NaN,CHEBI:4093,NaN,,0,E
cpdAGORA2727,am6sa[c],"2-aminomuconate 6-semialdehyde(1-)",C6H7NO3,0,NaN,C03824,HMDB0001280,CHEBI:15745,5280625,,0,E
cpdAGORA2728,ansrn[c],"Anserine",C10H16N4O3,0,cpd00926,C01262,HMDB0000194,CHEBI:18323,112072,,0,E
cpdAGORA2729,btnam[c],"Biotin amide",C10H17N3O2S,0,cpd01301,C01893,HMDB0001458,CHEBI:16615,439597,,0,E
cpdAGORA2730,cholp[c],"choline phosphate(1-)",C5H13NO4P,-1,cpd00457,C00588,HMDB0001565,CHEBI:18132,1014,,0,E
cpdAGORA2731,cnmlbdglu[c],"trans-Cinnamoyl beta-D-glucoside",C15H18O7,0,cpd02561,C04164,NaN,CHEBI:16279,5280653,,0,E
cpdAGORA2732,crtsl[c],"cortisol",C21H30O5,0,cpd00546,C00735,HMDB0000063,CHEBI:17650,5754,,0,E
cpdAGORA2733,dgalrnt1p[c],"D-Galacturonate 1-phosphate",C6H9O10P,-2,cpd02497,C04037,NaN,CHEBI:17543,NaN,,0,E
cpdAGORA2734,dtdp4aaddg[c],"dTDP-4-acetamido-4,6-dideoxy-D-galactose",C18H27N3O15P2,-2,cpd15454,NaN,NaN,NaN,NaN,,0,E
cpdAGORA2735,fvprn[c],"Flavaprenin",C20H20O5,0,cpd18006,C18023,NaN,CHEBI:50207,480764,,0,E
cpdAGORA2736,glctn14ltn[c],"L-Galactono-1,4-lactone",C6H10O6,0,cpd00820,C01115,NaN,CHEBI:17464,6857365,,0,E
cpdAGORA2737,hcsnact[c],"Hydrocortisone acetate",C23H32O6,0,cpd01824,C02821,NaN,CHEBI:17609,5744,,0,E
cpdAGORA2738,mthtcnt[c],"Methylitaconate",C6H6O4,-2,cpd01545,C02295,NaN,CHEBI:16093,NaN,,0,E
cpdAGORA2739,naclbala[c],"N-Acetyl-beta-alanine",C5H8NO3,-1,cpd00788,C01073,HMDB0061880,CHEBI:16682,76406,,0,E
cpdAGORA2740,nebari[c],"Nebularine",C10H12N4O4,0,NaN,NaN,NaN,NaN,NaN,,0,E
cpdAGORA2741,nrgn[c],"Naringenin",C15H12O5,0,cpd00398,C00509,HMDB0002670,CHEBI:17846,439246,,0,E
cpdAGORA2742,oacrntn[c],"O-Acylcarnitine",C8H14NO4R,0,cpd12064,C02301,NaN,CHEBI:75659,NaN,,0,E
cpdAGORA2743,purine[c],"Purine",C5H4N4,0,cpd00360,C15587,HMDB0001366,CHEBI:17258,1044,,0,E
cpdAGORA2744,r15bp[c],"D-Ribose 1,5-bisphosphate",C5H8O11P2,-4,cpd00847,C01151,NaN,CHEBI:17994,NaN,,0,E
cpdAGORA2745,sel[c],"selenate",O4Se,-2,NaN,C05697,HMDB0062761,CHEBI:18170,26473,,0,E
cpdAGORA2746,sphmyln_hs[c],"sphingomyelin betaine",C23H48N2O5PFULLRCO,0,NaN,C00547,HMDB0000216,CHEBI:18357,439260,,0,E
cpdAGORA2747,17dmurt[c],"1,7-Dimethyluric acid",C7H8N4O3,0,cpd15072,C16356,HMDB11103,CHEBI:68449,91611,,0,E
cpdAGORA2748,1murt[c],"1-Methyluric acid",C6H6N4O3,0,cpd15075,C16359,HMDB0003099,CHEBI:68441,69726,,0,E
cpdAGORA2749,1mxnthn[c],"1-Methylxanthine",C6H6N4O2,0,cpd15074,C16358,HMDB10738,CHEBI:68444,80220,,0,E
cpdAGORA2750,37dmurt[c],"3,7-Dimethyluric acid",C7H8N4O3,0,cpd15076,C16360,HMDB0001982,CHEBI:68531,83126,,0,E
cpdAGORA2751,37dmxthn[c],"3,7-Dimethylxanthine",C7H8N4O2,0,cpd04653,C07480,HMDB0002825,CHEBI:28946,5429,,0,E
cpdAGORA2752,6thurt[c],"6-Thiourate",C5H4N4O2S,0,cpd16417,C16613,HMDB0060417,CHEBI:80608,3032417,,0,E
cpdAGORA2753,7murt[c],"7-Methyluric acid",C6H6N4O3,0,cpd15071,C16355,HMDB0011107,CHEBI:80470,69160,,0,E
cpdAGORA2754,7mxthn[c],"7-Methylxanthine",C6H6N4O2,0,cpd15069,C16353,HMDB0001991,CHEBI:48991,68374,,0,E
