mets,metNames,metID,metFormulas,metCharges,metKEGGID,metHMDBID,metChEBIID,metPubChemID,metInChIString,metSmiles,metAliases,metSource,b,csense
"56dthm[c]","5,6-dihydrothymine",cpd00673,C5H8N2O2,0,C00906,HMDB00079,27468,93556,"InChI=1S/C5H8N2O2/c1-3-2-6-5(9)7-4(3)8/h3H,2H2,1H3,(H2,6,7,8,9)",02/07/2014,"Name: 5,6-Dihydro-5-methyluracil; 5,6-Dihydrothymine; 5,6-dihydrothymine; Dihydrothymine; dihydrothymine|AraCyc: DIHYDRO-THYMINE|BiGG: 56dthm|CornCyc: DIHYDRO-THYMINE|KEGG: C00906|MetaCyc: DIHYDRO-THYMINE",Primary Database,0,E
"56dura[c]","5,6-dihydrouracil",cpd00337,C4H6N2O2,0,C00429,HMDB00076,15901,649,"InChI=1S/C4H6N2O2/c7-3-1-2-5-4(8)6-3/h1-2H2,(H2,5,6,7,8)",02/07/2014,"Name: 2,4(1H,3H)-Pyrimidinedione, dihydro-; 2,4-Dioxotetrahydropyrimidine; 5,6-Dihydro-2,4-dihydroxypyrimidine; 5,6-Dihydrouracil; 5,6-dihydrouracil; DI-H-uracil; Dihydro-2,4(1H,3H)-pyrimidinedione; Dihydrouracil; Dihydrouracile; Hydrouracil; dihydrouracil|AraCyc: DI-H-URACIL|BiGG: 56dura|BrachyCyc: DI-H-URACIL|KEGG: C00429|MetaCyc: DI-H-URACIL",Primary Database,0,E
"5aop[c]","5-Amino-4-oxopentanoate",cpd00338,C5H9NO3,0,C00430,HMDB01149,17549,137,"InChI=1S/C5H9NO3/c6-3-4(7)1-2-5(8)9/h1-3,6H2,(H,8,9)",02/07/2014,"Name: 5-Amino-4-oxopentanoate; 5-Amino-4-oxovaleric acid; 5-Aminolevulinate; 5-amino-4-oxo-pentanoate; 5-amino-4-oxo-pentanoic acid; 5-amino-4-oxopentanoate; 5-amino-4-oxopentanoic acid; 5-amino-levulinate; 5-amino-levulinic acid; 5-aminolevulinate; 5-aminolevulinic acid; ALA; Pentanoic acid, 5-amino-4-oxo-; delta-aminolevulinate; delta-aminolevulinic acid; gamma-aminolevulinic acid|AraCyc: 5-AMINO-LEVULINATE|BiGG: 5aop|BrachyCyc: 5-AMINO-LEVULINATE|KEGG: C00430|MetaCyc: 5-AMINO-LEVULINATE",Primary Database,0,E
"5aprbu[c]","5-Amino-6-(5-phosphoribitylamino)uracil",cpd02720,C9H15N4O9P,-2,,,,,"",02/07/2014,"Name: 5-Amino-2,6-dioxy-4-(5'-phospho-D-ribitylamino)pyrimidine; 5-Amino-2,6-dioxy-4-(5'-phosphoribitylamino)pyrimidine; 5-Amino-6-(5'-phospho-D-ribitylamino)uracil; 5-Amino-6-(5'-phosphoribitylamino)uracil; 5-Amino-6-(5-phospho-D-ribitylamino)uracil; 5-Amino-6-(5-phosphoribitylamino)uracil; 5-Amino-6--5-phosphoribitylaminouracil; 5-amino-6-(5'-phosphoribitylamino)uracil; 5-amino-6-(5-phospho-D-ribitylamino)uracil; 5-amino-6-(5-phosphoribitylamino)uracil; 5-amino-6-ribitylamino-2,4(1H,3H)-pyrimidinedione 5'-phosphate|AraCyc: CPD-1086|BiGG: 5aprbu|BrachyCyc: CPD-1086|KEGG: C04454|MetaCyc: CPD-1086",Primary Database,0,E
"5apru[c]","5-Amino-6-(5-phosphoribosylamino)uracil",cpd00931,C9H13N4O9P,-2,,,,,"",02/07/2014,"Name: 5-Amino-6-(5'-phosphoribosylamino)uracil; 5-Amino-6-(5-phosphoribosylamino)uracil; 5-Amino-6-(ribosylamino)-2,4-(1H,3H)-pyrimidinedione 5'-phosphate; 5-Amino-6--5-phosphoribosylaminouracil; 5-amino-6-(5'-phosphoribosylamino)uracil; 5-amino-6-(5-phospho-D-ribosylamino)uracil; 5-amino-6-(ribosylamino)-2,4-(1H,3H)-pyrimidinedione 5'-phosphate|AraCyc: CPD-602|BiGG: 5apru|BrachyCyc: CPD-602|KEGG: C01268|MetaCyc: CPD-602",Primary Database,0,E
"5c2o3ed[c]","5-Carboxy-2-oxohept-3-enedioate",cpd02507,C8H5O7,-3,C04052,,15924,6753,"InChI=1S/C8H8O7/c9-5(8(14)15)2-1-4(7(12)13)3-6(10)11/h1-2,4H,3H2,(H,10,11)(H,12,13)(H,14,15)",02/07/2014,"Name: (3E,5R)-5-carboxy-2-oxohept-3-enedioate; 1-oxopent-3-ene-1,4,5-tricarboxylate; 5-Carboxy-2-oxohept-3-enedioate; 5-Oxopent-3-ene-1,2,5-tricarboxylate; 5-carboxy-2-oxohept-3-enedioate; 5-carboxy-2-oxohex-3-ene-1,6-dioate; 5-oxopent-3-ene-1,2,5-tricarboxylate; OPET|BiGG: 5cohe|KEGG: C04052|MetaCyc: CPD-785|iMA945: 5c2oh3e|iRR1083: 5cohe",Primary Database,0,E
"5cm2hmu[c]","5-Carboxymethyl-2-hydroxymuconate",cpd02572,C8H5O7,-3,,,2040,,"InChI=1S/C8H8O7/c9-5(8(14)15)2-1-4(7(12)13)3-6(10)11/h1-2,9H,3H2,(H,10,11)(H,12,13)(H,14,15)/b4-1-,5-2+",02/07/2014,"Name: 2-hydroxy-5-carboxymethylmuconate; 5-Carboxymethyl-2-hydroxymuconate; 5-carboxymethyl-2-hydroxy-cis,cis-muconate; 5-carboxymethyl-2-hydroxymuconate|BiGG: 5cmhm|KEGG: C04186|MetaCyc: CPD-784|iMA945: 5cm2hm|iMO1053-PAO1: 5cm2hm",Primary Database,0,E
"5cmhmsa[c]","5-Carboxymethyl-2-hydroxymuconate semialdehyde",cpd02828,C8H6O6,-2,C04642,,17142,7231,"InChI=1S/C8H8O6/c9-4-5(3-7(11)12)1-2-6(10)8(13)14/h1-2,4,10H,3H2,(H,11,12)(H,13,14)/b5-1-,6-2-",02/07/2014,"Name: 2-Hydroxy-5-carboxymethylmuconate semialdehyde; 2-hydroxy-5-carboxymethyl-cis,cis-muconate 6-semialdehyde; 2-hydroxy-5-carboxymethylmuconate 6-semialdehyde; 2-hydroxy-5-carboxymethylmuconate semialdehyde; 5-Carboxymethyl-2-hydroxymuconate semialdehyde; 5-Carboxymethyl-2-hydroxymuconic semialdehyde; 5-carboxymethyl-2-hydroxymuconate 6-semialdehyde; 5-carboxymethyl-2-hydroxymuconate semialdehyde|BiGG: 5cmhmsa|KEGG: C04642|MetaCyc: CPD-783|iMA945: 5cm2hms|iMO1053-PAO1: 5cm2hms",Primary Database,0,E
"5dglcn[c]","5-Dehydro-D-gluconate",cpd00781,C6H9O7,-1,,,,,"",02/07/2014,"Name: 5-Dehydro-D-gluconate; 5-Dehydrogluconate; 5-Keto-D-gluconic acid; 5-dehydro-D-gluconate; 5-dehydrogluconate; 5-keto-D-gluconate; 5-keto-D-gluconic acid; 5-ketogluconate; D-xylo-Hex-5-ulosonic acid|BiGG: 5dglcn|EcoCyc: 5-DEHYDROGLUCONATE|KEGG: C01062|MetaCyc: 5-DEHYDROGLUCONATE|PlantCyc: 5-DEHYDROGLUCONATE",Primary Database,0,E
"5dh4dglc[c]","5-Dehydro-4-deoxy-D-glucarate",cpd00515,C6H6O7,-2,,,,,"",02/07/2014,"Name: (2R,3S)-2,3-dihydroxy-5-oxohexanedioate; 2,3-dihydroxy-5-oxo-hexanedioate; 2-keto-L-threo-4,5-dihydroxyadipate; 3-deoxy-(L)-threo-2-hexulosarate; 3-deoxy-2-keto-L-threo-hexarate; 3-deoxy-L-threo-hex-2-ulosarate; 5-Dehydro-4-deoxy-D-glucarate; 5-KDG; 5-dehydro-4-deoxy-D-glucarate; 5-keto-4-deoxy-D-glucarate; GLR; KGR|BiGG: 5dh4dglc|EcoCyc: 5-KETO-4-DEOXY-D-GLUCARATE|KEGG: C00679|MetaCyc: 5-KETO-4-DEOXY-D-GLUCARATE|TS_Athaliana: met177_c; met177_m; met177_p; met177_v",Primary Database,0,E
"5drib[c]","5-deoxyribose",cpd15380,C5H10O4,0,,,,,"",02/07/2014,"Name: 5'-deoxyribose; 5-Deoxy-D-ribose; 5-deoxy-D-ribose|BiGG: 5drib|EcoCyc: CPD0-2167|MetaCyc: CPD0-2167|iAF1260: 5drib|iMA945: 5drib",Primary Database,0,E
"5htrp[c]","5-hydroxy-L-tryptophan",cpd00490,C11H12N2O3,0,C01017,HMDB00472,28171,439280,"InChI=1S/C11H12N2O3/c12-9(11(15)16)3-6-5-13-10-2-1-7(14)4-8(6)10/h1-2,4-5,9,13-14H,3,12H2,(H,15,16)/t9-/m0/s1",02/07/2014,"Name: 5-Hydroxy-L-tryptophan; Oxitriptan|AlgaGEM: S_5_45_Hydroxy_45_L_45_tryptophan_c|BiGG: 5htrp|KEGG: C00643|iRS1563: M_C00643_c|iRS1597: C00643_c",Primary Database,0,E
"5htrp[e]","5-hydroxy-L-tryptophan",cpd00490,C11H12N2O3,0,C01017,HMDB00472,28171,439280,"InChI=1S/C11H12N2O3/c12-9(11(15)16)3-6-5-13-10-2-1-7(14)4-8(6)10/h1-2,4-5,9,13-14H,3,12H2,(H,15,16)/t9-/m0/s1",02/07/2014,"",,0,E
"5mta[e]","5-Methylthioadenosine",cpd00147,C11H15N5O3S,0,C00170,HMDB01173,17509,439176,"InChI=1S/C11H15N5O3S/c1-20-2-5-7(17)8(18)11(19-5)16-4-15-6-9(12)13-3-14-10(6)16/h3-5,7-8,11,17-18H,2H2,1H3,(H2,12,13,14)/t5-,7-,... <Preview truncated at 128 characters>",02/07/2014,"",,0,E
"5mtc[c]","5-Methylcytosine",cpd01587,C5H7N3O,0,,,,,"",02/07/2014,"Name: 2(1H)-Pyrimidinone, 4-amino-5-methyl-; 5-Methylcytosine; 5-methylcytosine; Cytosine, 5-methyl-; Cytosine, 5-methyl- (VAN)|BiGG: 5mcsn|EcoCyc: CPD0-2018|KEGG: C02376|MetaCyc: CPD0-2018|iYO844: 5mcsn",Primary Database,0,E
"5oxpro[c]","5-oxoprolinate",cpd01293,C5H6NO3,-1,C01879,HMDB00267,18183,7405,"InChI=1S/C5H7NO3/c7-4-2-1-3(6-4)5(8)9/h3H,1-2H2,(H,6,7)(H,8,9)/p-1",02/07/2014,"Name: 5-Oxo-L-proline; 5-Oxoproline; 5-Pyrrolidone-2-carboxylic acid; 5-oxo-L-proline; 5-oxoproline; 5-pyrrolidone-2-carboxylic acid; L-5-Pyrrolidone-2-carboxylic acid; L-5-pyrrolidone-2-carboxylic acid; L-Pyroglutamic acid; L-pyroglutamate; L-pyroglutamic acid; Pidolic acid; Pyroglutamate; Pyroglutamic acid; pidolic acid; pyroglutamate; pyroglutamic acid; pyrrolidone-COO; pyrrolidone-carboxylate|AraCyc: 5-OXOPROLINE|BiGG: 5oxpro|BrachyCyc: 5-OXOPROLINE|KEGG: C01879|MetaCyc: 5-OXOPROLINE",Primary Database,0,E
"6hmhpt[c]","6-hydroxymethyl dihydropterin",cpd00954,C7H9N5O2,0,,,,,"",02/07/2014,"",,0,E
"6hmhptpp[c]","6-hydroxymethyl-dihydropterin pyrophosphate",cpd02920,C7H8N5O8P2,-3,,,,,"",02/07/2014,"",,0,E
"6mthept2eACP[c]","6-methyl-trans-hept-2-enoyl-ACP",cpd11552,C19H33N2O8PRS,-1,,,,,"",02/07/2014,"Name: 6-methyl-trans-hept-2-enoyl-ACP",Orphan,0,E
"6pgc[c]","6-Phospho-D-gluconate",cpd00284,C6H10O10P,-3,C00345,HMDB01316,48928,91493,"InChI=1S/C6H13O10P/c7-2(1-16-17(13,14)15)3(8)4(9)5(10)6(11)12/h2-5,7-10H,1H2,(H,11,12)(H2,13,14,15)/p-3/t2-,3-,4+,5-/m1/s1",02/07/2014,"Name: 6-Phospho-D-gluconate; 6-p gluconate; 6-phospho D-gluconate; 6-phospho gluconate; 6-phosphogluconic acid; D-gluconate 6-phosphate|AraCyc: CPD-2961|BiGG: 6pgc|BrachyCyc: CPD-2961|KEGG: C00345|MetaCyc: CPD-2961",Primary Database,0,E
"8aonn[c]","8-Amino-7-oxononanoate",cpd00800,C9H17NO3,0,,,,,"",02/07/2014,"Name: 7-KAP; 7-keto-8-aminopelargonate; 8-Amino-7-oxononanoate; 8-Amino-7-oxononanoic acid; 8-amino-7-oxononanoate; KAPA|AraCyc: 8-AMINO-7-OXONONANOATE|BiGG: 8aonn|BrachyCyc: 8-AMINO-7-OXONONANOATE|KEGG: C01092|MetaCyc: 8-AMINO-7-OXONONANOATE",Primary Database,0,E
"8mtnon2eACP[c]","8-methyl-trans-non-2-enoyl-ACP",cpd11556,C21H37N2O8PRS,-1,,,,,"",02/07/2014,"Name: 8-methyl-trans-non-2-enoyl-ACP",Orphan,0,E
"HC00695[c]","S-Succinyldihydrolipoamide",cpd00860,C12H20NO4S2,-1,C01169,HMDB01177,17432,11953795,"InChI=1S/C12H21NO4S2/c13-10(14)4-2-1-3-9(18)7-8-19-12(17)6-5-11(15)16/h9,18H,1-8H2,(H2,13,14)(H,15,16)",02/07/2014,"Name: S-Succinyldihydrolipoamide; S-succinyl-dihydrolipoamide|BiGG: sdhlam|EcoCyc: CPD0-341|JP_Creinhardtii_MSB: M_sdhlam_m|KEGG: C01169|MetaCyc: CPD0-341",Primary Database,0,E
"HC00900[c]","Methylmalonate",cpd01468,C4H4O4,-2,C02170,HMDB00202,30860,487,"InChI=1S/C4H6O4/c1-2(3(5)6)4(7)8/h2H,1H3,(H,5,6)(H,7,8)",02/07/2014,"Name: Methylmalonate; Methylmalonic acid; methylmalonate|AlgaGEM: S_Methylmalonate_c|BiGG: mm|EcoCyc: CPD-546|KEGG: C02170|MetaCyc: CPD-546",Primary Database,0,E
"HC00955[c]","L-3-Cyanoalanine",cpd01651,C4H5N2O2,-1,C02512,,16934,439742,"InChI=1S/C4H6N2O2/c5-2-1-3(6)4(7)8/h3H,1,6H2,(H,7,8)/t3-/m0/s1",02/07/2014,"Name: 3-Cyano-L-alanine; 3-cyano-L-alanine; 3-cyanoalanine; L-3-Cyanoalanine; L-3-cyanoalanine; L-beta-Cyanoalanine; cyano-L-alanine|AraCyc: CPD-603|BrachyCyc: CPD-603|CornCyc: CPD-603|KEGG: C02512|MetaCyc: CPD-603",Primary Database,0,E
"HC01376[c]","S-(2-Methylbutanoyl)-dihydrolipoamide",cpd03045,C13H25NO2S2,0,C05118,HMDB06869,28692,440565,"InChI=1S/C13H25NO2S2/c1-3-10(2)13(16)18-9-8-11(17)6-4-5-7-12(14)15/h10-11,17H,3-9H2,1-2H3,(H2,14,15)",02/07/2014,"Name: S-(2-Methylbutanoyl)-dihydrolipoamide; S-(2-methylbutanoyl)-dihydrolipoamide; S-(2-methylbutyryl)dihydrolipoamide|AlgaGEM: S_S_45__40_2_45_Methylbutanoyl_41__45_dihydrolipoamide_c|AraGEM: S_S_45__40_2_45_Methylbutanoyl_41__45_dihydrolipoamide_c|BiGG: 2mbdhl|KEGG: C05118|MetaCyc: CPD-941",Primary Database,0,E
"HC01377[c]","S-(3-Methylbutanoyl)-dihydrolipoamide",cpd03046,C13H25NO2S2,0,C05119,HMDB06867,27462,440566,"InChI=1S/C13H25NO2S2/c1-10(2)9-13(16)18-8-7-11(17)5-3-4-6-12(14)15/h10-11,17H,3-9H2,1-2H3,(H2,14,15)",02/07/2014,"Name: S-(3-Methylbutanoyl)-dihydrolipoamide|AlgaGEM: S_S_45__40_3_45_Methylbutanoyl_41__45_dihydrolipoamide_c|AraGEM: S_S_45__40_3_45_Methylbutanoyl_41__45_dihydrolipoamide_c|BiGG: 3mbdhl|JP_Creinhardtii_MSB: M_3mbdhl_m|KEGG: C05119",Primary Database,0,E
"HC01435[c]","3-Carboxy-1-hydroxypropyl-ThPP",cpd03189,C16H21N4O10P2S,-3,C05381,HMDB06744,1463,440649,"InChI=1S/C16H24N4O10P2S/c1-9-13(5-6-29-32(27,28)30-31(24,25)26)33-16(12(21)3-4-14(22)23)20(9)8-11-7-18-10(2)19-15(11)17/h7,12,21... <Preview truncated at 128 characters>",02/07/2014,"Name: 3-Carboxy-1-hydroxypropyl-ThPP|AlgaGEM: S_3_45_Carboxy_45_1_45_hydroxypropyl_45_ThPP_m|AraGEM: S_3_45_Carboxy_45_1_45_hydroxypropyl_45_ThPP_m|KEGG: C05381|Maize_C4GEM: S_3_45_Carboxy_45_1_45_hydroxypropyl_45_ThPP_m|iRS1563: M_C05381_m",Primary Database,0,E
"HC01651[c]","Formamidopyrimidine nucleoside triphosphate",cpd03518,C10H14N5O15P3,-4,,,,,"",02/07/2014,"Name: Formamidopyrimidine nucleoside triphosphate|AlgaGEM: S_Formamidopyrimidine_32_nucleoside_32_triphosphate_c|AraGEM: S_Formamidopyrimidine_32_nucleoside_32_triphosphate_c|KEGG: C05922|TS_Athaliana: met295_c|iRS1563: M_C05922_c",Primary Database,0,E
"HC01652[c]","2,5-Diaminopyrimidine nucleoside triphosphate",cpd03519,C9H14N5O14P3,-4,C05923,HMDB06821,929,440841,"InChI=1S/C9H18N5O14P3/c10-3-6(13-9(11)14-7(3)17)12-8-5(16)4(15)2(26-8)1-25-30(21,22)28-31(23,24)27-29(18,19)20/h2,4-5,8,15-16H,1... <Preview truncated at 128 characters>",02/07/2014,"Name: 2,5-Diaminopyrimidine nucleoside triphosphate|AlgaGEM: S_2_44_5_45_Diaminopyrimidine_32_nucleoside_32_triphosphate_c|AraGEM: S_2_44_5_45_Diaminopyrimidine_32_nucleoside_32_triphosphate_c|KEGG: C05923|TS_Athaliana: met296_c|iRS1563: M_C05923_c",Primary Database,0,E
"HC01668[c]","Propinol adenylate",cpd03560,C13H17N5O8P,-1,C05983,,,8261,"",26/01/2015,"Name: (propanoyl)adenylate; (propionyl)adenylate; Propionyl-adenosine monophosphate; Propionyladenylate; propanoyl-AMP; propionyl adenylate|JP_Creinhardtii_MSB: M_ppad_m|KEGG: C05983|MetaCyc: PROPIONYL_ADENYLATE|TS_Athaliana: met301_p|iRS1563: M_C05983_c",Primary Database,0,E
"HC01700[c]","gamma-Glutamyl-3-aminopropiononitrile",cpd03646,C8H13N3O3,0,C06114,,28092,8376,"InChI=1S/C8H13N3O3/c9-4-1-5-11-7(12)3-2-6(10)8(13)14/h6H,1-3,5,10H2,(H,11,12)(H,13,14)/t6-/m0/s1",02/07/2014,"Name: gamma-Glutamyl-3-aminopropiononitrile; gamma-Glutamyl-beta-aminopropiononitrile|AlgaGEM: S_gamma_45_Glutamyl_45_beta_45_aminopropiononitrile_c|AraGEM: S_gamma_45_Glutamyl_45_beta_45_aminopropiononitrile_c|KEGG: C06114|Maize_C4GEM: S_gamma_45_Glutamyl_45_beta_45_aminopropiononitrile_c|iRS1563: M_C06114_c",Primary Database,0,E
"HC01710[c]","2,5-Diamino-6-(5-triphosphoryl-3,4-trihydroxy-2-oxopentyl)- amino-4-oxopyrimidine",cpd03666,C9H14N5O14P3,-4,,,,,"",02/07/2014,"Name: 2,5-Diamino-6-(5'-triphosphoryl-3',4'-trihydroxy-2'-oxopentyl)- amino-4-oxopyrimidine; 2,5-Diamino-6-(5'-triphosphoryl-3',4'-trihydroxy-2'-oxopentyl)-amino-4-oxopyrimidine|AlgaGEM: S_2_44_5_45_Diamino_45_6_45__40_5_39__45_triphosphoryl_45_3_39__44_4_39__45_trihydroxy_45_2_39__45_oxopentyl_41__45_amino_45_4_45_oxopyrimidine_c|AraGEM: S_2_44_5_45_Diamino_45_6_45__40_5_39__45_triphosphoryl_45_3_39__44_4_39__45_trihydroxy_45_2_39__45_oxopentyl_41__45_amino_45_4_45_oxopyrimidine_c|KEGG: C06148|TS_Athaliana: met310_c|iRS1563: M_C06148_c",Primary Database,0,E
"Lcyst[c]","L-cysteate(1-)",cpd00395,C3H6NO5S,-1,C57006,HMDB02757,17285,72886,"InChI=1S/C3H7NO5S/c4-2(3(5)6)1-10(7,8)9/h2H,1,4H2,(H,5,6)(H,7,8,9)/p-1/t2-/m0/s1",02/07/2014,"Name: (2R)-2-amino-3-sulfopropanoic acid; (R)-cysteate; 2-Amino-3-sulfopropionic acid; 2-amino-3-sulfopropionic acid; 3-Sulfoalanine; 3-sulfo-L-alanine; 3-sulfoalanine; L-Cysteate; L-Cysteic acid; L-cysteate; L-cysteic acid|AraCyc: L-CYSTEATE|BiGG: Lcyst|CornCyc: L-CYSTEATE|KEGG: C00506|MetaCyc: L-CYSTEATE",Primary Database,0,E
"Lcyst[e]","L-cysteate(1-)",cpd00395,C3H6NO5S,-1,C57006,HMDB02757,17285,72886,"InChI=1S/C3H7NO5S/c4-2(3(5)6)1-10(7,8)9/h2H,1,4H2,(H,5,6)(H,7,8,9)/p-1/t2-/m0/s1",02/07/2014,"",,0,E
"Lfmkynr[c]","N-formyl-L-kynurenine",cpd01749,C11H12N2O4,0,C02700,HMDB01200,18377,910,"InChI=1S/C11H12N2O4/c12-8(11(16)17)5-10(15)7-3-1-2-4-9(7)13-6-14/h1-4,6,8H,5,12H2,(H,13,14)(H,16,17)/t8-/m0/s1",02/07/2014,"Name: L-Formylkynurenine; N-Formyl-L-kynurenine; N-Formylkynurenine; N-formyl-D-kynurenine|AlgaGEM: S_L_45_Formylkynurenine_c|BiGG: Lfmkynr|JP_Creinhardtii_MSB: M_Lfmkynr_c|KEGG: C02700|MetaCyc: CPD-10488",Primary Database,0,E
"Lkynr[c]","L-kynurenine",cpd00275,C10H12N2O3,0,C00328,HMDB00684,16946,161166,"InChI=1S/C10H12N2O3/c11-7-4-2-1-3-6(7)9(13)5-8(12)10(14)15/h1-4,8H,5,11-12H2,(H,14,15)/t8-/m0/s1",02/07/2014,"Name: 3-Anthraniloyl-L-alanine; L-Kynurenine|AlgaGEM: S_L_45_Kynurenine_c|BiGG: Lkynr|JP_Creinhardtii_MSB: M_Lkynr_c|KEGG: C00328|MetaCyc: CPD-14736",Primary Database,0,E
"Lkynr[e]","L-kynurenine",cpd00275,C10H12N2O3,0,C00328,HMDB00684,16946,161166,"InChI=1S/C10H12N2O3/c11-7-4-2-1-3-6(7)9(13)5-8(12)10(14)15/h1-4,8H,5,11-12H2,(H,14,15)/t8-/m0/s1",02/07/2014,"",,0,E
"M00512[c]","1-Alkenyl-2-acylglycerol",cpd12322,C6H8O4R2,0,C03454,,,,"",22/04/2016,"Name: 1-Alkenyl-2-acylglycerol|AlgaGEM: S_1_45_Alkenyl_45_2_45_acylglycerol_c|AraGEM: S_1_45_Alkenyl_45_2_45_acylglycerol_c|KEGG: C03454|Maize_C4GEM: S_1_45_Alkenyl_45_2_45_acylglycerol_c|TS_Athaliana: met224_c; met224_p; met224_r; met224_v",Primary Database,0,E
"N1aspmd[c]","N(1)-acetylspermidinium(2+)",cpd00470,C9H23N3O,2,C00612,HMDB01276,17927,496,"InChI=1S/C9H21N3O/c1-9(13)12-8-4-7-11-6-3-2-5-10/h11H,2-8,10H2,1H3,(H,12,13)/p+2",02/07/2014,"Name: N1-Acetylspermidine; N1-acetylspermidine; an N-acetylspermidine|AraCyc: CPD-568|BiGG: N1aspmd|BrachyCyc: CPD-568|KEGG: C00612|MetaCyc: CPD-568",Primary Database,0,E
"Nacasp[c]","N-acetyl-L-aspartate(2-)",cpd00767,C6H7NO5,-2,C01042,HMDB00812,21547,65065,"InChI=1S/C6H9NO5/c1-3(8)7-4(6(11)12)2-5(9)10/h4H,2H2,1H3,(H,7,8)(H,9,10)(H,11,12)/p-2/t4-/m0/s1",02/07/2014,"Name: N-Acetyl-L-aspartate; N-Acetyl-L-aspartic acid; N-acetyl-L-aspartate; N-acetyl-L-aspartic acid; N-acetyl-alpha-L-aspartate|BiGG: Nacasp|KEGG: C01042|MetaCyc: CPD-420|PoplarCyc: CPD-420|SoyCyc: CPD-420",Primary Database,0,E
"Naccitr_L[c]","N-Acetyl-L-citrulline",cpd11209,C8H15N3O4,0,,,,,"",02/07/2014,"Name: N-Acetyl-L-citrulline; N-acetyl-L-citrulline; N5-acetylcarbamoyl-L-ornithine; acetyl-citrulline|AraCyc: CPD-7224|ChlamyCyc: CPD-7224|CornCyc: CPD-7224|KEGG: C15532|MetaCyc: CPD-7224",Primary Database,0,E
"Ssq23epx[c]","(S)-2,3-epoxysqualene",cpd00776,C30H50O,0,C01054,HMDB01188,15441,53477723,"InChI=1S/C30H50O/c1-24(2)14-11-17-27(5)20-12-18-25(3)15-9-10-16-26(4)19-13-21-28(6)22-23-29-30(7,8)31-29/h14-16,20-21,29H,9-13,1... <Preview truncated at 128 characters>",02/07/2014,"Name: (3S)-2,3-Epoxy-2,3-dihydrosqualene; (3S)-2,3-epoxy-2,3-dihydrosqualene; (3S)-2,3-epoxysqualene; (S)-2,3-Epoxysqualene; (S)-Squalene-2,3-epoxide; (S)-squalene-2,3-epoxide; 2,3-EDSQ; 2,3-Oxidosqualene; 2,3-epoxisqualene; 2,3-oxidosqualene; Squalene 2,3-epoxide; Squalene 2,3-oxide; oxidosqualene; squalene 2,3-epoxide; squalene 2,3-oxide|AraCyc: EPOXYSQUALENE|BiGG: Ssq23epx|BrachyCyc: EPOXYSQUALENE|KEGG: C01054|MetaCyc: EPOXYSQUALENE",Primary Database,0,E
"acaadpdp[c]","N2-Acetyl-L-aminoadipyl-delta-phosphate",cpd09350,C8H12NO8P,-2,C12987,,,,"",08/03/2016,"Name: N2-Acetyl-L-aminoadipyl-delta-phosphate; N2acetyl-L-2-aminoadipate 6-phosphate; N2acetyl-alpha-aminoadipyl-delta-phosphate|BrachyCyc: N2ACETYL-ALPHA-NP|KEGG: C12987|MaizeCyc: N2ACETYL-ALPHA-NP|MetaCyc: N2ACETYL-ALPHA-NP|RiceCyc: N2ACETYL-ALPHA-NP",Primary Database,0,E
"acaadpsal[c]","N2-Acetyl-L-aminoadipate semialdehyde",cpd09351,C8H12NO4,-1,C12988,,,,"",08/03/2016,"Name: N2-Acetyl-L-aminoadipate semialdehyde; N2-acetyl-L-2-aminoadipate semialdehyde; N2-acetyl-alpha-aminoadipate semialdehyde|BrachyCyc: N-ACETYL-AAA-SEMIALDEHYDE|KEGG: C12988|MaizeCyc: N-ACETYL-AAA-SEMIALDEHYDE|MetaCyc: N-ACETYL-AAA-SEMIALDEHYDE|RiceCyc: N-ACETYL-AAA-SEMIALDEHYDE",Primary Database,0,E
"acac[e]","acetoacetate",cpd00142,C4H5O3,-1,C00164,HMDB00060,15344,96,"InChI=1S/C4H6O3/c1-3(5)2-4(6)7/h2H2,1H3,(H,6,7)/p-1",02/07/2014,"",,0,E
"acamoxm[c]","N_Acetyl_L_2_amino_6_oxopimelate",cpd03289,C9H11NO6,-2,,,58117,,"InChI=1S/C9H13NO6/c1-5(11)10-6(8(13)14)3-2-4-7(12)9(15)16/h6H,2-4H2,1H3,(H,10,11)(H,13,14)(H,15,16)/p-2/t6-/m0/s1",02/07/2014,"Name: L-2-Acetamido-6-oxoheptanedioate; L-2-Acetamido-6-oxopimelate; L-2-acetamido-6-oxoheptanedioate; N-Acetyl-L-2-amino-6-oxopimelate; N-acetyl-2-amino-6-ketopimelate; N-acetyl-L-2-amino-6-oxo-pimelate|BiGG: nal2a6o|KEGG: C05539|MetaCyc: N-ACETYL-L-2-AMINO-6-OXO-PIMELATE|RiceCyc: N-ACETYL-L-2-AMINO-6-OXO-PIMELATE|iYO844: acamoxm",Primary Database,0,E
