"rxnID"	"metNames"	"Class"
"rxnAGORA4298"	"Wine rhamnogalacturonan II, MW ~ 5-10 kDa, 37% galur, 16% rmn, 3% fuc-L, 11% arab-L, 6% gal, 5% glcur, 4% 2omfuc, 3% 2omxyl, 6% ... <Preview truncated at 128 characters>"	"Sugar"
"rxnAGORA4451"	"dTTP"	"Others"
"rxnAGORA4455"	"N-acetyl-D-mannosamine"	"Amino sugar"
"rxnAGORA4470"	"5-Methyltetrahydrofolate"	"Vitamin"
"rxnAGORA4471"	"starch n=1200 repeat units (300 repeat units amylose, 900 repeat units amylopectin, corresponds to potatoe starch)"	"Sugar"
"rxnAGORA4472"	"5,6,7,8-Tetrahydrofolate"	"Vitamin"
"rxnAGORA4483"	"Galacto-N-biose"	"Amino sugar"
"rxnAGORA4484"	"Lacto-N-biose"	"Amino sugar"
"rxnAGORA4492"	"Propane-1,3-diol"	"Others"
"rxnAGORA4493"	"Menaquinone 7"	"Vitamin"
"rxnAGORA4494"	"Menaquinone 8"	"Vitamin"
"rxnAGORA4495"	"Ubiquinone-8"	"Vitamin"
"rxnAGORA4570"	"xanthosine"	"Others"
"rxnAGORA4580"	"Dimethyl sulfide"	"Others"
"rxnAGORA4581"	"Dimethyl sulfoxide"	"Others"
"rxnAGORA4582"	"Sulfite"	"Others"
"rxnAGORA4588"	"Tetrathionate"	"Others"
"rxnAGORA4604"	"Coenzyme A"	"Others"
"rxnAGORA4605"	"GTP"	"Others"
"rxnAGORA4606"	"Thiamin monophosphate"	"Vitamin"
"rxnAGORA4629"	"Cellulose, chain length 500 glc_D assumed, DOI: 10.1002/anie.200460587"	"Sugar"
"rxnAGORA4634"	"S-Adenosyl-L-methionine"	"Aminoacid"
"rxnAGORA4635"	"CMP"	"Others"
"rxnAGORA4636"	"dATP"	"Others"
"rxnAGORA4637"	"Nicotinamide adenine dinucleotide phosphate"	"Vitamin"
"rxnAGORA4647"	"L-Idonate"	"Others"
"rxnAGORA4661"	"trans-Cinnamate"	"Hydroxycinnamic acid"
"rxnAGORA4662"	"selenate"	"Others"
"rxnAGORA4663"	"selenite"	"Others"
"rxnAGORA4668"	"butanol"	"Others"
"rxnAGORA4672"	"Methanethiol"	"Others"
"rxnAGORA4678"	"Indolepropionate"	"Indole"
"rxnAGORA4679"	"(R)-3-(4-Hydroxyphenyl)propionate"	"Benzoic acid"
"rxnAGORA4715"	"2-Oxobutanoate"	"Organic acid"
"rxnAGORA4732"	"2-methylbutyrate"	"Organic acid"
"rxnAGORA4733"	"4-Methylcatechol"	"Catechol"
"rxnAGORA4734"	"5-Aminopentanoate"	"Organic acid"
"rxnAGORA4735"	"Indole-3-propionate"	"Indole"
"rxnAGORA4736"	"p-Cresol"	"Phenol"
"rxnAGORA4783"	"choloyl-CoA(4-)"	"Others"
"rxnAGORA4784"	"chenodeoxycholoyl coenzyme a"	"Others"
"rxnAGORA4785"	"Ursodeoxycholoyl-CoA"	"Bile salt"
"rxnAGORA4786"	"lithocholate"	"Bile salt"
"rxnAGORA4787"	"Ursodiol"	"Bile salt"
"rxnAGORA4788"	"Allodeoxycholic acid"	"Bile salt"
"rxnAGORA4789"	"Allolithocholic acid"	"Bile salt"
"rxnAGORA4790"	"deoxycholic acid"	"Bile salt"
"rxnAGORA4799"	"L-cystine"	"Aminoacid"
"rxnAGORA4800"	"Reduced riboflavin"	"Vitamin"
"rxnAGORA4807"	"p-hydroxyphenylpropionic acid"	"Benzoic acid"
"rxnAGORA4826"	"Valeric Acid"	"Short chain fatty acid"
"rxnAGORA4831"	"Ursocholate"	"Bile salt"
"rxnAGORA4891"	"Ubiquinol-8"	"Others"
"rxnAGORA4941"	"Choline sulfate"	"Others"
"rxnAGORA4947"	"Polysulfide"	"Others"
"rxnAGORA4948"	"Thiamine diphosphate"	"Vitamin"
"rxnAGORA4965"	"cholesterol"	"Cholesterol"
"rxnAGORA4966"	"Coprostanol"	"Others"
"rxnAGORA4978"	"S-Adenosyl-L-homocysteine"	"Aminoacid"
"rxnAGORA5016"	"Methane"	"Others"
"rxnAGORA5017"	"formaldehyde"	"Others"
"rxnAGORA5018"	"Bicarbonate"	"Others"
"rxnAGORA5094"	"Hydrogen peroxide"	"Others"
"rxnAGORA5199"	"Oxaloacetate"	"Others"
"rxnAGORA5208"	"dTDP-L-rhamnose"	"Others"
"rxnAGORA5209"	"UDP-D-glucuronate"	"Others"
"rxnAGORA5260"	"choline phosphate(1-)"	"Others"
"rxnAGORA5313"	"octanoate (n-C8:0)"	"Fatty acid"
"rxnAGORA5317"	"tetradecenoate (n-C14:1)"	"Fatty acid"
"rxnAGORA5319"	"Hexadecenoate (n-C16:1)"	"Fatty acid"
"rxnAGORA5321"	"Urate"	"Others"
"rxnAGORA5323"	"xylitol"	"Polyol"
"rxnAGORA5325"	"Sulfur"	"Mineral"
"rxnAGORA5327"	"retinol"	"Vitamin"
"rxnAGORA5329"	"retinal"	"Vitamin"
"rxnAGORA5331"	"beta-carotene"	"Vitamin"
"rxnAGORA5333"	"L-ascorbate"	"Vitamin"
"rxnAGORA5335"	"phylloquinone"	"Vitamin"
"rxnAGORA5341"	"2,3-Dihydroxybenzoate"	"Benzoic acid"
"rxnAGORA5343"	"Salicylic acid, o-Hydroxybenzoic acid"	"Benzoic acid"
"rxnAGORA5345"	"3,4-Dihydroxyphenylethyleneglycol"	"Benzoic acid"
"rxnAGORA5349"	"4-Hydroxybenzaldehyde (iJN746)"	"Others"
"rxnAGORA5351"	"benzoate"	"Benzoic acid"
"rxnAGORA5353"	"Catechol"	"Others"
"rxnAGORA5355"	"Protocatechuate"	"Benzoic acid"
"rxnDiet1"	"Hexanoate"	"Fatty acid"
"rxnDiet2"	"Decanoate"	"Fatty acid"
"rxnDiet3"	"Pentadecylic acid"	"Fatty acid"
"rxnDiet4"	"Docosanoate"	"Fatty acid"
"rxnDiet6"	"Erucic acid"	"Fatty acid"
"rxnDiet7"	"Linoleate"	"Fatty acid"
"rxnDiet8"	"Linolenate"	"Fatty acid"
"rxnDiet9"	"Stearidonic acid"	"Fatty acid"
"rxnDiet10"	"Arachidonate"	"Fatty acid"
"rxnDiet11"	"Eicosapentaenoic acid"	"Fatty acid"
"rxnDiet13"	"Docosahexaenoic acid"	"Fatty acid"
"rxnDiet14"	"Theobromine"	"Xanthine"
"rxnDiet15"	"Lignin"	"Lignan"
"rxnDiet19"	"F-"	"Mineral"
"rxnDiet21"	"Selenium"	"Mineral"
"rxnDiet26"	"Calcidiol"	"Vitamin"
"rxnDiet27"	"Vitamin D3"	"Vitamin"
"rxnDiet28"	"Vitamin E"	"Vitamin"
"rxnDiet29"	"beta-Tocopherol"	"Vitamin"
"rxnDiet30"	"delta-Tocopherol"	"Vitamin"
"rxnDiet31"	"gamma-Tocopherol"	"Vitamin"
"rxnDiet32"	"alpha-Tocotrienol"	"Vitamin"
"rxnDiet33"	"gamma-Tocotrienol"	"Vitamin"
"rxnDiet35"	"Sitosterol"	"Phytosterol"
"rxnDiet36"	"Brassicasterol"	"Phytosterol"
"rxnDiet37"	"Caffeine"	"Xanthine"
"rxnDiet38"	"Campesterol"	"Phytosterol"
"rxnDiet39"	"alpha-Cryptoxanthin"	"Carotenoid"
"rxnDiet40"	"beta-Cryptoxanthin"	"Carotenoid"
"rxnDiet43"	"Lutein"	"Carotenoid"
"rxnDiet44"	"Lycopene"	"Carotenoid"
"rxnDiet45"	"Neurosporene"	"Carotenoid"
"rxnDiet46"	"Stigmasterol"	"Phytosterol"
"rxnDiet47"	"Zeaxanthin"	"Carotenoid"
"rxnDiet48"	"HMF"	"Others"
"rxnDiet57"	"Cianidanol"	"Flavanols"
"rxnDiet58"	"(+)-Gallocatechin"	"Flavanols"
"rxnDiet59"	"(-)-gallocatechin gallate"	"Flavanols"
"rxnDiet60"	"(-)-Epicatechin"	"Flavanols"
"rxnDiet61"	"(-)-epicatechin-3-O-gallate"	"Flavanols"
"rxnDiet62"	"(-)-Epigallocatechin"	"Flavanols"
"rxnDiet63"	"Epigallocatechin 3-gallate"	"Flavanols"
"rxnDiet64"	"1,4-Naphthoquinone"	"Quinone"
"rxnDiet65"	"3,7-Di-O-methylquercetin"	"Flavonols"
"rxnDiet66"	"Chlorogenate"	"Hydroxycinnamic acid"
"rxnDiet67"	"3-Hydroxybenzoate"	"Benzoic acid"
"rxnDiet68"	"4-ethylguaiacol"	"Others"
"rxnDiet69"	"p-Ethylphenol"	"Others"
"rxnDiet71"	"4-Vinylguaiacol"	"Others"
"rxnDiet72"	"4-Vinylphenol"	"Others"
"rxnDiet73"	"O-Feruloylquinate"	"Hydroxycinnamic acid"
"rxnDiet74"	"Malonyldaidzin"	"Isoflavone"
"rxnDiet75"	"Malonylgenistin"	"Isoflavone"
"rxnDiet76"	"Malonylglycitin"	"Isoflavone"
"rxnDiet78"	"Flavaprenin"	"Flavanone"
"rxnDiet80"	"Apigenin"	"Flavones"
"rxnDiet81"	"Vicenin-2"	"Flavones"
"rxnDiet82"	"Isovitexin"	"Flavones"
"rxnDiet83"	"Cosmetin"	"Flavones"
"rxnDiet84"	"(-)-Arctigenin"	"Lignan"
"rxnDiet85"	"Baicalein"	"Flavones"
"rxnDiet87"	"Biochanin A"	"Isoflavone"
"rxnDiet88"	"Bisdemethoxycurcumin"	"Others"
"rxnDiet89"	"Butein"	"Others"
"rxnDiet90"	"Caffeate"	"Hydroxycinnamic acid"
"rxnDiet92"	"Chrysin"	"Flavones"
"rxnDiet93"	"trans-Cinnamoyl beta-D-glucoside"	"Hydroxycinnamic acid"
"rxnDiet94"	"Cirsilineol"	"Flavones"
"rxnDiet95"	"Scrophulein"	"Flavones"
"rxnDiet96"	"Rattex"	"Coumarin"
"rxnDiet98"	"Curcumin"	"Others"
"rxnDiet99"	"IdB 1027"	"Anthocyanidins"
"rxnDiet100"	"Cyanin"	"Anthocyanidins"
"rxnDiet101"	"Cyanidin 3-(6-p-caffeoyl)glucoside"	"Anthocyanidins"
"rxnDiet102"	"Cyanidin-3-(6'-malonylglucoside)"	"Anthocyanidins"
"rxnDiet103"	"Cyanidin 3-O-(6-O-p-coumaroyl)glucoside"	"Anthocyanidins"
"rxnDiet104"	"Cyanidin 3-O-galactoside"	"Anthocyanidins"
"rxnDiet105"	"Cyanidin 3-O-glucoside"	"Anthocyanidins"
"rxnDiet106"	"Cyanidin 3-O-rutinoside"	"Anthocyanidins"
"rxnDiet107"	"Cyanidin 3-O-beta-D-sambubioside"	"Anthocyanidins"
"rxnDiet108"	"cyanidin 3-sambubioside 5-glucoside"	"Anthocyanidins"
"rxnDiet109"	"Cyanidin 3-O-sophoroside"	"Anthocyanidins"
"rxnDiet110"	"Daidzein"	"Isoflavone"
"rxnDiet111"	"Daidzin"	"Isoflavone"
"rxnDiet112"	"Delphinidin 3-(6-p-coumaroyl)glucoside"	"Anthocyanidins"
"rxnDiet113"	"Mirtillin"	"Anthocyanidins"
"rxnDiet114"	"Tulipanin"	"Anthocyanidins"
"rxnDiet115"	"Delphinidin 3-O-beta-D-sambubioside"	"Anthocyanidins"
"rxnDiet116"	"Demethoxycurcumin"	"Others"
"rxnDiet117"	"Dihydrocaffeic acid"	"Hydroxycinnamic acid"
"rxnDiet118"	"Taxifolin"	"Flavanols"
"rxnDiet119"	"Ellagic acid"	"Ellagitannins"
"rxnDiet120"	"Eriodictyol"	"Flavanone"
"rxnDiet121"	"Esculetin"	"Coumarin"
"rxnDiet122"	"Esculin"	"Coumarin"
"rxnDiet125"	"Ferulaldehyde"	"Hydroxycinnamic acid"
"rxnDiet126"	"Ferulate"	"Hydroxycinnamic acid"
"rxnDiet127"	"Formononetin"	"Isoflavone"
"rxnDiet128"	"Galangin"	"Flavonols"
"rxnDiet129"	"Gallate"	"Ellagitannins"
"rxnDiet130"	"beta-Glucogallin"	"Ellagitannins"
"rxnDiet131"	"Gardenin B"	"Flavones"
"rxnDiet132"	"Genistein"	"Isoflavone"
"rxnDiet133"	"Genistin"	"Isoflavone"
"rxnDiet134"	"Gentisate"	"Benzoic acid"
"rxnDiet135"	"Glycitein"	"Isoflavone"
"rxnDiet136"	"Glycitin"	"Isoflavone"
"rxnDiet137"	"Guaiacol"	"Others"
"rxnDiet138"	"Hesperetin"	"Flavanone"
"rxnDiet139"	"Ciratin"	"Flavanone"
"rxnDiet140"	"Homovanillate"	"Others"
"rxnDiet141"	"3-hydroxytyrosol"	"Others"
"rxnDiet143"	"Isorhamnetin"	"Flavanols"
"rxnDiet144"	"isorhamnetin 3-O-glucoside"	"Flavanols"
"rxnDiet145"	"Juglone"	"Others"
"rxnDiet146"	"Kaempferide"	"Flavonols"
"rxnDiet147"	"Kaempferol"	"Flavonols"
"rxnDiet148"	"kaempferol 3,7-O-diglucoside"	"Flavonols"
"rxnDiet149"	"Trifolin"	"Flavonols"
"rxnDiet150"	"Kaempferol 3-O-glucoside"	"Flavonols"
"rxnDiet151"	"Sophoraflavonoloside"	"Flavonols"
"rxnDiet152"	"kaempferol 7-O-glucoside"	"Flavonols"
"rxnDiet153"	"Lariciresinol"	"Lignan"
"rxnDiet154"	"Luteolin"	"Flavones"
"rxnDiet155"	"Orientin"	"Flavones"
"rxnDiet156"	"Luteolin 7-O-beta-D-diglucuronide"	"Flavones"
"rxnDiet157"	"Luteolin 7-O-glucoside"	"Flavones"
"rxnDiet158"	"Luteolin 7-O-glucuronide"	"Flavones"
"rxnDiet159"	"Enin"	"Anthocyanidins"
"rxnDiet160"	"Matairesinol"	"Lignan"
"rxnDiet161"	"Myricetin"	"Flavonols"
"rxnDiet162"	"Naringenin"	"Flavanone"
"rxnDiet163"	"Prunin"	"Flavanone"
"rxnDiet164"	"Naringin"	"Flavanone"
"rxnDiet165"	"Narirutin"	"Flavanone"
"rxnDiet166"	"Neohesperidin"	"Flavanone"
"rxnDiet167"	"methyl (2S,3E,4S)-4-{2-[2-(3,4-dihydroxyphenyl)ethoxy]-2-oxoethyl}-3-ethylidene-2-hydroxy-3,4-dihydro-2H-pyran-5-carboxylate"	"Secoiridoids"
"rxnDiet168"	"Pelargonidin"	"Anthocyanidins"
"rxnDiet169"	"pelargonidin-3,5-diglucoside"	"Anthocyanidins"
"rxnDiet170"	"Pelargonidin 3-O-(6-O-malonyl-beta-D-glucoside)"	"Anthocyanidins"
"rxnDiet171"	"Pelargonidin 3-glucoside"	"Anthocyanidins"
"rxnDiet172"	"Pelargonidin 3-O-rutinoside"	"Anthocyanidins"
"rxnDiet173"	"Pelargonidin 3-O-beta-D-sambubioside"	"Anthocyanidins"
"rxnDiet174"	"Pelargonidin 3-O-sophoroside"	"Anthocyanidins"
"rxnDiet175"	"Peonidin"	"Anthocyanidins"
"rxnDiet176"	"Peonidin-3-glucoside"	"Anthocyanidins"
"rxnDiet177"	"Petunidin 3-glucoside"	"Anthocyanidins"
"rxnDiet178"	"Phloretin"	"Others"
"rxnDiet179"	"Phlorizin"	"Others"
"rxnDiet180"	"Piceatannol"	"Stilbene"
"rxnDiet181"	"Pinocembrin"	"Flavanone"
"rxnDiet182"	"Pinoresinol"	"Lignan"
"rxnDiet184"	"2,3-trans-proanthocyanidin"	"Proanthocyanidin"
"rxnDiet188"	"Pyrogallol"	"Others"
"rxnDiet189"	"Quercetin"	"Flavonols"
"rxnDiet190"	"quercetin 3,4'-O-diglucoside"	"Flavonols"
"rxnDiet191"	"Hyperin"	"Flavonols"
"rxnDiet192"	"Isotrifoliin"	"Flavonols"
"rxnDiet193"	"Quercitrin"	"Flavonols"
"rxnDiet194"	"Rutin"	"Flavonols"
"rxnDiet195"	"QUOSP"	"Flavonols"
"rxnDiet196"	"quercetin 4'-O-glucoside"	"Flavonols"
"rxnDiet197"	"Resveratrol"	"Stilbene"
"rxnDiet198"	"Rhamnetin"	"Flavonols"
"rxnDiet199"	"Rhoifolin"	"Flavones"
"rxnDiet200"	"Rosmarinate"	"Hydroxycinnamic acid"
"rxnDiet201"	"Sakuranetin"	"Flavanone"
"rxnDiet203"	"Scutellarein"	"Flavones"
"rxnDiet204"	"Secoisolariciresinol"	"Lignan"
"rxnDiet205"	"(+)-sesaminol"	"Others"
"rxnDiet206"	"(+)-sesamolin"	"Lignan"
"rxnDiet207"	"Sinapaldehyde"	"Hydroxycinnamic acid"
"rxnDiet208"	"Sinapate"	"Hydroxycinnamic acid"
"rxnDiet210"	"Syringic acid"	"Others"
"rxnDiet211"	"Tyrosol"	"Others"
"rxnDiet213"	"Vanillate"	"Benzoic acid"
"rxnDiet214"	"Vanillin"	"Benzoic acid"
"rxnDiet215"	"Xanthohumol"	"Others"
"rxnDiet218"	"trans-2-Hydroxycinnamate"	"Hydroxycinnamic acid"
"rxnDiet219"	"4-Coumarate"	"Hydroxycinnamic acid"
"rxnDiet220"	"p-Coumaroyl-D-glucose"	"Hydroxycinnamic acid"
"rxnDiet221"	"(S,S)-Tartaric acid"	"Hydroxycinnamic acid"
"rxnDiet222"	"p-Coumaroyl quinic acid"	"Hydroxycinnamic acid"
"rxnAddEX1"	"Eriocitrin"	"Flavanone"
"rxnAddEX2"	"Oleuropein"	"Secoiridoids"
"rxnAddEX3"	"Neoeriocitrin"	"Flavanone"
"rxnAddEX4"	"6-Prenylnaringenin"	"Flavanone"
"rxnAddEX5"	"Diosmetin"	"Flavones"
"rxnAddEX6"	"Diosmin"	"Flavones"
"rxnAddEX7"	"Dinatin"	"Flavones"
"rxnAddEX8"	"6-Hydroxyluteolin"	"Flavones"
"rxnAddEX9"	"Morin"	"Flavonols"
"rxnAddEX10"	"Myricitrin"	"Flavonols"
"rxnAddEX11"	"Nobiletin"	"Flavones"
"rxnAddEX12"	"Sinensetin"	"Flavones"
"rxnAddEX13"	"Tangeretin"	"Flavones"
"rxnAddEX14"	"Procyanidin B1"	"Anthocyanidins"
"rxnAddEX15"	"Procyanidin B4"	"Proanthocyanidin"
"rxnAddEX16"	"Chicoric acid"	"Hydroxycinnamic acid"
"rxnAddEX17"	"4-p-Coumaroylquinic acid"	"Hydroxycinnamic acid"
"rxnAddEX18"	"Isochlorogenic acid B"	"Hydroxycinnamic acid"
"rxnAddEX19"	"Isoferulic acid"	"Hydroxycinnamic acid"
"rxnAddEX20"	"Nortrachelogenin"	"Lignan"
"rxnAddEX21"	"Theogallin"	"Others"
"rxnAddEX22"	"Sesamin"	"Lignan"
"rxnAddEX23"	"Sesamolinol"	"Lignan"
"rxnAddEX24"	"Trachelogenin"	"Lignan"
"rxnAddEX25"	"3-Methylgalangin"	"Flavonols"
"rxnAddEX27"	"Tetra-O-methylscutellarein"	"Flavones"
"rxnAddEX28"	"Procyanidin C1"	"Proanthocyanidin"
"rxnAddEX29"	"Cinnamtannin A2"	"Others"
"rxnAddEX30"	"Procyanidin B2"	"Proanthocyanidin"
"rxnAddEX31"	"Procyanidin B5"	"Proanthocyanidin"
"rxnAddEX32"	"Isoxanthohumol"	"Flavanone"
"rxnAddEX33"	"3,5-Dihydroxybenzoate"	"Benzoic acid"
"rxnAddEX34"	"2,6-Dihydroxybenzoate"	"Benzoic acid"
"rxnAddEX35"	"(+)-episesamin"	"Lignan"
"rxnAddEX36"	"(-)-syringaresinol"	"Lignan"
"rxnAddEX37"	"demethyloleuropein"	"Secoiridoids"
"rxnAddEX38"	"ligstroside"	"Lignan"
"rxnAddEX40"	"Enterodiol"	"Lignan"
"rxnAddEX41"	"Enterolactone"	"Lignan"
"rxnAddEX43"	"3,4-Dimethoxybenzoate"	"Benzoic acid"
"rxnAddEX45"	"O-Desmethylangolensin"	"Isoflavone"
"rxnAddEX46"	"6'-Hydroxy-O-desmethylangolensin"	"Isoflavone"
"rxnAddEX47"	"2-(3,5-Dihydroxyphenyl)acetic acid"	"Benzoic acid"
"rxnAddEX48"	"2-(4-Hydroxyphenyl)propionic acid"	"Benzoic acid"
"rxnAddEX50"	"5-(3',4'-Dihydroxyphenyl)-gamma-valerolactone"	"Lactone"
"rxnAddEX51"	"5-(3',5'-Dihydroxyphenyl)-gamma-valerolactone"	"Lactone"
"rxnAddEX52"	"5-(3,4-Dihydroxyphenyl)valeric acid"	"Benzoic acid"
"rxnAddEX53"	"Lunularin"	"Stilbene"
"rxnAddEX54"	"Dihydroresveratrol"	"Stilbene"
"rxnAddEX55"	"4-Methoxyphenylacetic acid"	"Benzoic acid"
"rxnAddEX56"	"3,4-Dimethoxyphenylacetic acid"	"Benzoic acid"
"rxnAddEX57"	"1,2,3,5-Tetrahydroxybenzene"	"Benzoic acid"
"rxnAddEX58"	"3,4'-Dihydroxystilbene"	"Stilbene"
"rxnAddEX59"	"2-Methoxy-phloroglucinol"	"Benzoic alcohol"
"rxnAddEX60"	"3-(4-Methoxyphenyl)propionic acid"	"Benzoic acid"
"rxnAddEX61"	"2-(3,4-Dihydroxy-5-methoxyphenyl)acetic acid"	"Benzoic acid"
"rxnAddNewEX1"	"Nicotinamide adenine dinucleotide"	"Vitamin"
"rxnAddNewEX2"	"Nicotinamide adenine dinucleotide - reduced"	"Vitamin"
"rxnAddNewEX3"	"Quinate"	"Organic acid"
"rxnAddNewEX5"	"Phloroglucinol"	"Phenol"
"rxnAddNewEX6"	"3,5-Dihydroxy-1,4-naphthoquinone"	"Others"
"rxnAddNewEX7"	"Equol"	"Isoflavone"
"rxnAddNewEX8"	"tetrahydrocurcumin"	"Curcumin"
"rxnAddNewEX9"	"3,5-dihydroxy-1,4-naphthoquinol"	"Others"
"rxnAddNewEX10"	"3-hydroxy-urolithin"	"Benzo-coumarin"
"rxnAddNewEX11"	"3,8-dihydroxy-urolithin"	"Benzo-coumarin"
"rxnAddNewEX12"	"3,9-dihydroxy-urolithin"	"Benzo-coumarin"
"rxnAddNewEX13"	"L-tartrate"	"Organic acid"
"rxnTransport1"	"sn-Glycero-3-phosphocholine"	"Others"
"rxnTransport2"	"beta D-glucose"	"Sugar"
"rxnTransport3"	"imidazol-4-ylacetate"	"Others"
"rxnTransport4"	"Isomaltose,  Brachiose"	"Sugar"
"rxnTransport5"	"Orotate"	"Others"
"rxnTransport6"	"phosphatidylethanolamine (dioctadec-11-enoyl, n-C18:1)"	"Others"
"rxnTransport7"	"trimethylenediaminium"	"Others"
"rxnTransport8"	"D-3-Amino-isobutanoate"	"Aminoacid"
"rxnTransport10"	"4-Guanidinobutanoate"	"Nucleotide"
"rxnTransport11"	"5-oxoprolinate"	"Aminoacid"
"rxnTransport12"	"Methylmalonate"	"Organic acid"
"rxnTransport13"	"N-acetyl-L-aspartate(2-)"	"Aminoacid"
"rxnTransport14"	"L-citrulline"	"Aminoacid"
"rxnTransport16"	"glutaryl-CoA(5-)"	"Others"
"rxnTransport17"	"homogentisate"	"Others"
"rxnTransport18"	"Melilotate"	"Others"
"rxnTransport19"	"methylammonium"	"Others"
"rxnTransport20"	"Sarcosine"	"Others"
"rxnTransport21"	"Tricarballylate"	"Others"
"rxnTransport22"	"hexanal"	"Others"
"rxnTransport23"	"S-Methyl-L-methionine"	"Aminoacid"
"rxnTransport25"	"L-gulono-1,4-lactone"	"Others"
"rxnTransport26"	"N,N-dimethylglycine"	"Aminoacid"
"rxnTransport27"	"L-2-aminoadipate(1-)"	"Others"
"rxnTransport28"	"spermine(4+)"	"Polyamine"
"rxnTransport29"	"2-Furoate"	"Others"
"rxnTransport30"	"Phloretate"	"Others"
"rxnTransport31"	"beta-L-Rhamnose"	"Sugar"
"rxnTransport32"	"beta-D-Glucuronic acid"	"Aminoacid"
"rxnTransport33"	"Paraxanthine"	"Others"
"rxnTransport35"	"7-Methylxanthine"	"Xanthine"
"rxnTransport36"	"1-Methylxanthine"	"Xanthine"
"rxnTransport37"	"(24S)-methylcholest-5-en-3beta-ol"	"Others"
